[ 2017-01-18T10:57:10+08:00 ] 171.213.15.3 /Home/Crontab/refreshOrder
ERR: 开始执行: =======================================
201620062016-12-18 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620072016-12-18 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620102016-12-20 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620212016-12-20 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620252016-12-20 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620262016-12-20 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620302016-12-20 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620322016-12-23 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620332016-12-21 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620342016-12-21 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620382016-12-23 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620412016-12-21 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620452016-12-21 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620542016-12-25 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620562016-12-22 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620582016-12-22 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620592016-12-22 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620622016-12-22 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620642016-12-22 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620652016-12-22 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620662016-12-22 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620702016-12-22 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620752016-12-23 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620792016-12-23 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620842016-12-23 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620852016-12-23 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620872016-12-27 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620902016-12-24 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620922016-12-23 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620942016-12-23 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201620992016-12-23 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621032016-12-23 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621052016-12-23 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621102016-12-24 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621122016-12-24 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621132016-12-24 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621182016-12-24 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621222016-12-24 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621262016-12-24 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621322016-12-24 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621352016-12-24 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621362016-12-24 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621372016-12-24 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621422016-12-30 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621442016-12-27 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621472016-12-27 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621502016-12-29 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621562016-12-27 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621572016-12-27 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621582016-12-27 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621602016-12-27 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621622016-12-27 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621672016-12-28 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621782016-12-28 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621882016-12-28 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621892016-12-28 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621952016-12-28 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621962016-12-28 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201621972016-12-29 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622022016-12-28 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622052016-12-29 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622072016-12-31 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622142016-12-29 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622172016-12-29 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622182016-12-29 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622232016-12-29 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622242016-12-29 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622332016-12-30 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622342016-12-30 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622372016-12-30 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622382016-12-30 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622392016-12-30 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622402016-12-30 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622502016-12-30 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622512016-12-30 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622522016-12-30 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622572016-12-30 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622662016-12-30 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622702016-12-31 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622752016-12-30 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622772016-12-30 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622782016-12-30 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622822016-12-31 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622832016-12-31 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622862016-12-30 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622932017-01-01 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201622952016-12-31 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623002017-01-01 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623012017-01-01 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623032017-01-01 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623082016-12-31 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623092016-12-31 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623122016-12-31 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623132016-12-31 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623172017-01-01 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623212017-01-01 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623242017-01-02 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623282017-01-02 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623362017-01-03 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623392017-01-02 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623432017-01-03 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623442017-01-03 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623452017-01-03 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623532017-01-03 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623542017-01-03 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623562017-01-08 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623592017-01-03 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623662017-01-09 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623682017-01-05 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623692017-01-05 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623702017-01-07 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623712017-01-05 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623722017-01-06 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623732017-01-05 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623802017-01-04 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623822017-01-04 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623832017-01-04 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623842017-01-04 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623872017-01-04 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623882017-01-04 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623942017-01-07 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623962017-01-04 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623982017-01-04 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201623992017-01-04 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624002017-01-04 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624022017-01-04 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624032017-01-04 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624062017-01-05 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624072017-01-05 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624122017-01-05 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624162017-01-05 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624222017-01-05 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624262017-01-06 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624372017-01-06 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624412017-01-07 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624432017-01-07 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624512017-01-13 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624612017-01-08 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624642017-01-13 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624652017-01-13 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624662017-01-13 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624692017-01-13 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624702017-01-10 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624732017-01-10 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624742017-01-10 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624832017-01-10 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624902017-01-11 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624942017-01-13 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624952017-01-11 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201624992017-01-14 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625002017-01-14 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625012017-01-14 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625042017-01-13 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625062017-01-12 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625082017-01-13 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625092017-01-11 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625132017-01-11 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625162017-01-14 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625192017-01-12 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625232017-01-16 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625242017-01-14 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625272017-01-12 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625282017-01-14 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625372017-01-13 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625382017-01-13 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625482017-01-12 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625492017-01-12 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625512017-01-12 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625522017-01-12 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625532017-01-12 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625542017-01-12 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625552017-01-12 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625572017-01-12 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625582017-01-12 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625602017-01-13 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625652017-01-13 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625672017-01-13 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625682017-01-13 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625712017-01-13 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625732017-01-13 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625742017-01-13 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625772017-01-13 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625812017-01-14 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625832017-01-13 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625922017-01-13 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625952017-01-13 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201625992017-01-14 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626002017-01-13 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626012017-01-13 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626022017-01-13 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626032017-01-14 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626042017-01-13 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626102017-01-13 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626112017-01-13 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626122017-01-13 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626142017-01-13 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626152017-01-13 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626162017-01-13 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626172017-01-13 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626182017-01-19 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626242017-01-13 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626272017-01-16 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626352017-01-14 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626372017-01-14 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626422017-01-14 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626432017-01-14 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626442017-01-14 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626502017-01-14 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626512017-01-14 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626522017-01-15 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626542017-01-14 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626592017-01-14 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626612017-01-14 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626622017-01-14 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626662017-01-15 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626752017-01-15 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626772017-01-16 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626792017-01-15 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626852017-01-15 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626892017-01-20 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626942017-01-16 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201626962017-01-16 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627002017-01-15 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627022017-01-15 16:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627032017-01-15 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627062017-01-15 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627102017-01-21 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627162017-01-18 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627172017-01-17 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627182017-01-16 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627192017-01-17 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627212017-01-17 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627292017-01-18 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627322017-01-20 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627332017-01-20 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627422017-01-20 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627452017-01-17 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627482017-01-18 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627492017-01-18 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627532017-01-17 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627652017-01-17 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627672017-01-17 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627692017-01-17 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627702017-01-18 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627712017-01-18 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627722017-01-18 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627732017-01-18 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627742017-01-18 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627752017-01-17 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627762017-01-17 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627772017-01-17 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627782017-01-17 19:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627792017-01-18 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627802017-01-18 20:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627832017-01-18 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627852017-01-18 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627862017-01-18 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627872017-01-18 13:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627882017-01-18 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627892017-01-19 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627902017-01-19 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627912017-01-18 17:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627922017-01-18 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627932017-01-18 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627942017-01-18 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627952017-01-18 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627962017-01-18 15:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627972017-01-18 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627982017-01-18 12:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201627992017-01-18 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201628002017-01-18 14:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201628022017-01-18 18:00:000101当前时间:2017-01-18 10:58开始执行: =======================================
201628042017-01-18 14:00:000101当前时间:2017-01-18 10:58
[ 2017-01-18T11:10:02+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 开始执行: =======================================
201628072017-01-18 14:00:000100当前时间:2017-01-18 11:10
[ 2017-01-18T11:11:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 
[ 2017-01-18T11:12:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 
[ 2017-01-18T11:13:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 
[ 2017-01-18T11:13:12+08:00 ] 171.217.133.90 /Home/Crontab/refreshOrder
ERR: 
[ 2017-01-18T11:14:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 
[ 2017-01-18T11:14:51+08:00 ] 171.217.133.14 /Home/Crontab/refreshOrder
ERR: 开始执行: =======================================
201628072017-01-18 14:00:000100当前时间:2017-01-18 11:14
[ 2017-01-18T11:15:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 
[ 2017-01-18T11:15:43+08:00 ] 124.161.23.11 /Store/barber/barber_id/50/store_barber_id/96
ERR: 请求发生错误：Failed to connect to api.weixin.qq.com port 443: Connection timed out

[ 2017-01-18T11:16:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 
[ 2017-01-18T11:17:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 
[ 2017-01-18T11:18:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 
[ 2017-01-18T11:19:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 
[ 2017-01-18T11:19:51+08:00 ] 171.217.133.14 /Home/Crontab/refreshOrder
ERR: 开始执行: =======================================
201628072017-01-18 14:00:000100当前时间:2017-01-18 11:19
[ 2017-01-18T11:20:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 
[ 2017-01-18T11:21:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 
[ 2017-01-18T11:22:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 
[ 2017-01-18T11:23:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 
[ 2017-01-18T11:23:51+08:00 ] 171.217.133.14 /Home/Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:23
[ 2017-01-18T11:24:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:24
[ 2017-01-18T11:24:28+08:00 ] 171.217.133.14 /Home/Crontab/refreshOrder
ERR: 开始执行: ===================================================================
订单号:20162807服务时间:2017-01-18 14:00:00服务状态:0status=1is_pay=00
当前时间:2017-01-18 11:24执行完毕:2017-01-18 11:24
[ 2017-01-18T11:25:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:25
[ 2017-01-18T11:26:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:26
[ 2017-01-18T11:27:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:27
[ 2017-01-18T11:27:56+08:00 ] 171.217.133.14 /Home/Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:27
[ 2017-01-18T11:28:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:28
[ 2017-01-18T11:29:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:29
[ 2017-01-18T11:30:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:30
[ 2017-01-18T11:31:02+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:31
[ 2017-01-18T11:32:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:32
[ 2017-01-18T11:33:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 开始执行: ===================================================================当前时间:2017-01-18 11:33
订单号:20162808服务时间:2017-01-18 15:00:00服务状态:0status=1is_pay=0deleted=0微信回调时间
执行完毕:2017-01-18 11:33
[ 2017-01-18T11:34:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:34
[ 2017-01-18T11:35:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:35
[ 2017-01-18T11:36:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:36
[ 2017-01-18T11:37:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:37
[ 2017-01-18T11:38:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:38
[ 2017-01-18T11:38:48+08:00 ] 171.217.133.14 /Order/orderConfirm/barber_id/64/service_id/171/service_time/2017-01-18%2014:00
ERR: 当前时间:2017-01-18 11:38 删除订单:20162809

[ 2017-01-18T11:38:52+08:00 ] 171.217.133.14 /Order/orderConfirm/barber_id/64/service_id/171/service_time/2017-01-18%2014:00
ERR: 当前时间:2017-01-18 11:38 删除订单:20162809

[ 2017-01-18T11:39:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:39
[ 2017-01-18T11:40:02+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:40
[ 2017-01-18T11:41:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:41
[ 2017-01-18T11:42:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:42
[ 2017-01-18T11:43:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:43
[ 2017-01-18T11:44:01+08:00 ] 115.28.185.4 /Crontab/refreshOrder
ERR: 执行完毕:2017-01-18 11:44
